set,type,truth,dir,dir_name,gold,keep,keep_pct,demote,classes_before,classes_lost,cells_in_lost_classes,n_fix_kept,n_eval,both_pt,both_lo,both_hi,lab_pt,lab_lo,lab_hi,img_pt,img_lo,img_hi,err_lab_cells,err_img_cells,err_both_cells,acc_pess,img_method,img_err_pt,img_err_lo,img_err_hi,img_err_stt_model_only,lab_hi_cands,lab_err_hi_no_nod,lab_method,lab_pess_driver,lab_classes,lab_tk_src,nod_c,nod_bound,lab_err_pt,lab_err_lo,lab_err_hi,lab_err_hi_T,acc_pess_no_nod,err_both_cells_hi,lab_rate_transfer,lab_extra_stt,lab_err_pt_H7,lab_err_hi_H7,img_err_hi_uniform,acc_pess_stt_uniform,acc_pt_H7,acc_pess_H7,acc_pess_H7_uniform,meets
stt4,chép tay (lt1),SUY ĐOÁN,H2,"H1 + bộ kiểm ảnh τ=0,995",17440,1428,8.19,16012,925,811,8197,0,,0.9822820003571812,0.9614760042075239,0.9917953923612812,0.9869319129669547,0.9686678518129819,0.993879408353932,0.9953500873902265,0.9928081523945419,0.9979159840073493,,,25.3,0.9614760042075239,Σp(bản bỏ bộ kiểm) × tỉ lệ nhận trượt viết tay Borg; bi quan = không tính bộ kiểm,6.640075206756592,2.9759748375053223,10.269958380594122,1.0003087520599365,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK) + cầu tự dạng/rescue vòng 2 + bể Hán hoá lt1,,,,,,18.66122828318872,8.740204870585092,44.74230761106186,,,55.0,"[0.0019, 0.00675, 0.02379]","[6.0, 9.1, 11.0]",9.643086158998383,33.97511641995919,87.13769992600602,0.9076470535454707,0.9885972259343453,0.9690160540612371,0.9151871033991841,khong
stt4,chép tay (lt1),SUY ĐOÁN,H3,H1 + dị bản người,17440,11679,66.97,5761,925,105,126,0,,0.946651541775026,0.9305014423861655,0.9638661726893394,0.9516784935861945,0.9374254669914286,0.966686459063285,0.9949730481888315,0.9930759753947369,0.9971797136260545,,,623.1,0.9305014423861655,Σp trượt vòng 2 (STT: bể 1.630–2.500),58.70977020263672,32.93812456130981,80.86568336486816,18.193485260009766,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK) + cầu tự dạng/rescue vòng 2 + bể Hán hoá lt1,,,,,,564.3468734068347,389.06884459989504,730.8079710071053,,,811.7,"[0.00992, 0.01419, 0.02172]","[275.9, 404.3, 487.8]",165.7470913349148,253.65058147321457,553.9586772155501,0.8899934370902769,0.980781157501708,0.9713574565598011,0.9308494512639126,khong
stt4,chép tay (lt1),SUY ĐOÁN,H4,H1+H2+H3,17440,1428,8.19,16012,925,811,8197,0,,0.9822820003571812,0.9614760042075239,0.9917953923612812,0.9869319129669547,0.9686678518129819,0.993879408353932,0.9953500873902265,0.9928081523945419,0.9979159840073493,,,25.3,0.9614760042075239,Σp(bản bỏ bộ kiểm) × tỉ lệ nhận trượt viết tay Borg; bi quan = không tính bộ kiểm,6.640075206756592,2.9759748375053223,10.269958380594122,1.0003087520599365,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK) + cầu tự dạng/rescue vòng 2 + bể Hán hoá lt1,,,,,,18.66122828318872,8.740204870585092,44.74230761106186,,,55.0,"[0.0019, 0.00675, 0.02379]","[6.0, 9.1, 11.0]",9.643086158998383,33.97511641995919,87.13769992600602,0.9076470535454707,0.9885972259343453,0.9690160540612371,0.9151871033991841,khong
stt4,chép tay (lt1),SUY ĐOÁN,H5,H1 + vòng sửa hộp,17440,11679,66.97,5761,925,105,126,0,,0.9466391276286249,0.9305014423861655,0.9638661726893394,0.9516660794397933,0.9374254669914286,0.966686459063285,0.9949730481888315,0.9930759753947369,0.9971797136260545,,,623.2,0.9305014423861655,Σp trượt vòng 2 (STT: bể 1.630–2.500),58.70977020263672,32.93812456130981,80.86568336486816,18.193485260009766,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK) + cầu tự dạng/rescue vòng 2 + bể Hán hoá lt1,,,,,,564.4918582226533,389.06884459989504,730.8079710071053,,,811.7,"[0.00992, 0.0142, 0.02172]","[275.9, 404.3, 487.8]",165.89727567566064,253.65058147321457,553.9586772155501,0.8899934370902769,0.9807682981523849,0.9713574565598011,0.9308494512639126,khong
stt4,chép tay (lt1),SUY ĐOÁN,H6,H4 + vòng sửa hộp,17440,1428,8.19,16012,925,811,8197,0,,0.9821442450105256,0.9614760042075239,0.9914683209952033,0.9867941576202991,0.9686678518129819,0.9935523369878541,0.9953500873902265,0.9928081523945419,0.9979159840073493,,,25.5,0.9614760042075239,Σp(bản bỏ bộ kiểm) × tỉ lệ nhận trượt viết tay Borg; bi quan = không tính bộ kiểm,6.640075206756592,2.9759748375053223,10.269958380594122,1.0003087520599365,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK) + cầu tự dạng/rescue vòng 2 + bể Hán hoá lt1,,,,,,18.85794291821285,9.207262781344376,44.74230761106186,,,55.0,"[0.00223, 0.00689, 0.02379]","[6.0, 9.1, 11.0]",9.841059540728525,33.97511641995919,87.13769992600602,0.9076470535454707,0.9884585891124054,0.9690160540612371,0.9151871033991841,khong
stt4,chép tay (lt1),SUY ĐOÁN,Rv3,"tham chiếu: H4 + luật A + M-OCR (luật ô v3, bỏ cổng bộ)",17440,1358,7.79,16082,925,816,8502,0,,0.987680022529871,0.9679831762014875,0.9952949324221879,0.9918613197871722,0.9745002627205109,0.9971763457768704,0.9958187027426988,0.9934829134809766,0.9981185866453175,,,16.7,0.9679831762014875,Σp(bản bỏ bộ kiểm) × tỉ lệ nhận trượt viết tay Borg; bi quan = không tính bộ kiểm,5.678201675415039,2.5549593356588884,8.850203492833797,0.9540709853172302,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK) + cầu tự dạng/rescue vòng 2 + bể Hán hoá lt1,,,,,,11.052327729020217,3.8345224350099616,34.628643225546156,,,43.5,"[0.0019, 0.00675, 0.02379]","[1.3, 1.9, 2.4]",9.170385857086698,32.30966953662786,75.5954427305671,0.9188335154962347,0.9890658412868176,0.9696908151476719,0.920541154442419,khong
stt11,chép tay (lt1),SUY ĐOÁN,H0,giữ nguyên GOLD,17589,17589,100.0,0,876,0,0,0,,0.9199766845343732,0.8978397889015513,0.9398159107733973,0.9623451461905397,0.9492123326364384,0.9741451940915068,0.9576315383438335,0.9486274562651129,0.9656707166818905,,,1407.5,0.8978397889015513,Σp trượt vòng 2 (STT: bể 1.630–2.500),745.2188720703125,603.8177642822266,903.5916717529296,244.2074432373047,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK) + cầu tự dạng/rescue vòng 2 + bể Hán hoá lt1,,,,,,662.3112236545973,454.76018112448793,893.3042812576848,,,1796.9,"[0.01001, 0.01432, 0.0227]","[281.5, 416.4, 505.5]",251.86011099258067,399.287007988228,834.2819739313563,0.9017803027352868,0.9433123552752918,0.9259265063539054,0.9298670201876409,khong
stt11,chép tay (lt1),SUY ĐOÁN,H1,cổng hình học,17589,10407,59.17,7182,876,102,129,0,,0.9586286936321948,0.9448872943777256,0.9720666721177381,0.9625851992537867,0.950322996066681,0.9743547035193993,0.9960434943784081,0.9945642983110445,0.9977119685983388,,,430.6,0.9448872943777256,Σp trượt vòng 2 (STT: bể 1.630–2.500),41.17535400390625,23.811542797088624,56.56934747695922,12.759772300720215,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK) + cầu tự dạng/rescue vòng 2 + bể Hán hoá lt1,,,,,,389.3758313658417,266.8906004736109,516.988579934051,,,573.6,"[0.00992, 0.01419, 0.02172]","[165.3, 245.2, 297.4]",147.69500638089377,226.0246255151763,493.6251351812852,0.9028909661655293,0.9818516036912847,0.9728457794761088,0.9308494512639126,khong
stt11,chép tay (lt1),SUY ĐOÁN,H2,"H1 + bộ kiểm ảnh τ=0,995",17589,2511,14.28,15078,876,716,6701,0,,0.9843864401004188,0.9645726517259365,0.9926257013041394,0.9862410527463659,0.967673176487375,0.9934886217112638,0.9981453873540528,0.9968994752385615,0.9991370795928756,,,39.2,0.9645726517259365,Σp(bản bỏ bộ kiểm) × tỉ lệ nhận trượt viết tay Borg; bi quan = không tính bộ kiểm,4.656932353973389,2.166793142289557,7.785417675971985,1.6851906776428223,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK) + cầu tự dạng/rescue vòng 2 + bể Hán hoá lt1,,,,,,34.54871655387521,16.3500708830165,81.17265384020129,,,89.0,"[0.0019, 0.00675, 0.02379]","[11.6, 17.7, 22.0]",16.956435115717746,59.74195891492824,77.64723376401616,0.9367503434471456,0.9913925258981716,0.9731073769052567,0.9452850686264658,khong
stt11,chép tay (lt1),SUY ĐOÁN,H3,H1 + dị bản người,17589,10407,59.17,7182,876,102,129,0,,0.9586286936321948,0.9448872943777256,0.9720666721177381,0.9625851992537867,0.950322996066681,0.9743547035193993,0.9960434943784081,0.9945642983110445,0.9977119685983388,,,430.6,0.9448872943777256,Σp trượt vòng 2 (STT: bể 1.630–2.500),41.17535400390625,23.811542797088624,56.56934747695922,12.759772300720215,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK) + cầu tự dạng/rescue vòng 2 + bể Hán hoá lt1,,,,,,389.3758313658417,266.8906004736109,516.988579934051,,,573.6,"[0.00992, 0.01419, 0.02172]","[165.3, 245.2, 297.4]",147.69500638089377,226.0246255151763,493.6251351812852,0.9028909661655293,0.9818516036912847,0.9728457794761088,0.9308494512639126,khong
stt11,chép tay (lt1),SUY ĐOÁN,H4,H1+H2+H3,17589,2511,14.28,15078,876,716,6701,0,,0.9843864401004188,0.9645726517259365,0.9926257013041394,0.9862410527463659,0.967673176487375,0.9934886217112638,0.9981453873540528,0.9968994752385615,0.9991370795928756,,,39.2,0.9645726517259365,Σp(bản bỏ bộ kiểm) × tỉ lệ nhận trượt viết tay Borg; bi quan = không tính bộ kiểm,4.656932353973389,2.166793142289557,7.785417675971985,1.6851906776428223,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK) + cầu tự dạng/rescue vòng 2 + bể Hán hoá lt1,,,,,,34.54871655387521,16.3500708830165,81.17265384020129,,,89.0,"[0.0019, 0.00675, 0.02379]","[11.6, 17.7, 22.0]",16.956435115717746,59.74195891492824,77.64723376401616,0.9367503434471456,0.9913925258981716,0.9731073769052567,0.9452850686264658,khong
stt11,chép tay (lt1),SUY ĐOÁN,H5,H1 + vòng sửa hộp,17589,10408,59.17,7181,876,102,129,1,,0.9586152545851534,0.9448862334900361,0.9720668096679861,0.9625748740618001,0.9503256823162101,0.9743562142325444,0.9960403805233532,0.994560551173826,0.9977105954354417,,,430.7,0.9448862334900361,Σp trượt vòng 2 (STT: bể 1.630–2.500),41.21171951293945,23.8281227079221,56.61378338281891,12.759772300720215,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK) + cầu tự dạng/rescue vòng 2 + bể Hán hoá lt1,,,,,,389.5207107647841,266.90052226767875,517.010298452886,,,573.6,"[0.00992, 0.0142, 0.02172]","[165.3, 245.2, 297.4]",147.84303837933692,226.04634403401124,493.6251351812852,0.9028982096815746,0.9818356304869066,0.9728420323388902,0.9308540085304289,khong
stt11,chép tay (lt1),SUY ĐOÁN,H6,H4 + vòng sửa hộp,17589,2512,14.28,15077,876,716,6701,1,,0.9842378321863344,0.9645631243709415,0.9922860358593393,0.9861061824871536,0.9676765740690547,0.9931635134415806,0.9981316496991808,0.9968865503018868,0.9991225224177586,,,39.6,0.9645631243709415,Σp(bản bỏ bộ kiểm) × tỉ lệ nhận trượt viết tay Borg; bi quan = không tính bộ kiểm,4.693295955657959,2.204223686590361,7.820985641660399,1.6851906776428223,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK) + cầu tự dạng/rescue vòng 2 + bể Hán hoá lt1,,,,,,34.901269592269955,17.173254234749415,81.1964459385346,,,89.0,"[0.00223, 0.00689, 0.02379]","[11.6, 17.7, 22.0]",17.311443673886593,59.76575101326155,77.64723376401616,0.9367660510738254,0.9912401514213597,0.973094451968582,0.9452973786714659,khong
stt11,chép tay (lt1),SUY ĐOÁN,Rv3,"tham chiếu: H4 + luật A + M-OCR (luật ô v3, bỏ cổng bộ)",17589,2402,13.66,15187,876,724,6856,0,,0.9908924821546052,0.9723091436463553,0.9968594008532903,0.9925942305952103,0.975403372909785,0.9976639815164122,0.9982982515593949,0.9969057707365705,0.999195419336878,,,21.9,0.9723091436463553,Σp(bản bỏ bộ kiểm) × tỉ lệ nhận trượt viết tay Borg; bi quan = không tính bộ kiểm,4.087599754333496,1.9326027528190197,7.432338690757751,1.6095041036605835,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK) + cầu tự dạng/rescue vòng 2 + bể Hán hoá lt1,,,,,,17.788658110304624,5.611116397577802,59.08109827069661,,,66.5,"[0.0019, 0.00675, 0.02379]","[1.0, 1.6, 2.0]",16.22037321702669,57.148620196598024,69.14162729808184,0.9466183490554627,0.9915453901035136,0.9731136724032657,0.9474228778123731,khong
Chr,in văn xuôi,SUY ĐOÁN,H0,giữ nguyên GOLD,4238,4238,100.0,0,705,0,0,0,,0.919865605576419,0.8796293845600086,0.9695347628586924,0.9856808169314583,0.9772990500887926,0.9899867886065992,0.9341847886449608,0.902330334471216,0.9795479742520933,,,339.6,0.8796293845600086,Σp trượt vòng 2,278.92486572265625,86.67568511962891,413.92404251098634,,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK),,,,,,60.6846978444799,42.435989885232736,96.20662572369723,,,510.1,"[0.01001, 0.01432, 0.0227]",,,,,,,,,khong
Chr,in văn xuôi,SUY ĐOÁN,H1,cổng hình học,4238,1794,42.33,2444,705,219,312,0,,0.9830332761418784,0.9726863484000332,0.9895494943374731,0.9858081093128765,0.9782814811650643,0.9900782059321724,0.9972251668290019,0.9944048672349689,0.9994712884053006,,,30.4,0.9726863484000332,Σp trượt vòng 2,4.978050708770752,0.9485086008906365,10.037668180465694,,,,tỉ lệ lỗi nhãn IHR cùng hướng (bi quan = max L16/TK/L83/KVK),,,,,,25.460251892699475,17.799698557682643,38.96302278987473,,,49.0,"[0.00992, 0.01419, 0.02172]",,,,,,,,,khong
